x,y
0.8946766580737575,4.47480003591675
1.006290530768363,4.267872036882921
1.6888225195987072,4.136460040466632
2.6957264508667818,4.596910585603029
2.3049826412193832,4.703091548020573
2.7608525587315658,4.769415588164409
1.5972905438171106,3.692106625312287
2.380720357318949,3.4612975140556514
1.7229752659308493,4.368788584729479
1.6586445297718786,3.6788969342025535
3.256179228784215,3.6703376396892464
0.8091884217795458,4.460961266021769
1.7112166537011229,5.354360751047103
1.860150518892912,2.97686051764154
2.3934560952124246,3.3574989166490505
2.019686176569704,4.17459078086234
2.284711107385867,3.679187394700677
0.9041317759283667,4.433656381813243
2.665245036740102,3.2645187829029982
1.8179142534388038,5.240716384188795
2.40211838989587,4.408444532450682
1.7312863818469404,3.6610079801716893
2.0000399591550373,4.982577156420033
3.0286183247047704,4.475161773120165
2.5608784702951977,4.610848988494093
2.1319451597799284,3.5131880267681748
2.1546387110177943,4.6732819365335665
2.3169838271980994,4.423101922500458
2.220171192590025,3.5070468574494194
2.3448626064385167,5.199962426229751
2.3581692115256128,3.90477239145838
0.42130510985458436,4.998538822552679
2.009385749463784,4.051360046258049
2.204743187034544,3.82449579602663
2.040662269607426,5.222245087184817
2.703557280433514,4.05504674809719
3.088998115445733,3.1302420251106327
3.0335421669748563,4.557423733427677
2.5385647038614803,3.9766873499409483
2.591538878295943,3.7422263999406975
1.697759379826757,4.120316530553255
1.3945365752364594,2.8341506474886717
1.5433227742964397,2.9779729673234474
3.7350032180604225,4.445647426957724
3.565357302829611,4.09171870704124
1.5196135108777213,3.916324168983647
1.816646835886428,5.102289760962839
1.6364489395209285,4.482364224595873
1.5409659278900372,2.4142221957967402
2.506486234300726,3.4681547914234576
3.0204991049490886,4.181777290766878
2.3024235026625575,4.319233648924569
2.641735457028123,3.842385868193974
3.824746535908312,3.999783921860192
1.609132092832569,3.6994014552192356
1.2008561369552189,4.234619863628172
2.1124959591712567,3.983095393364945
1.6155501691283962,4.107018097804082
2.0661606201071727,4.713528202362795
2.6537644370302145,2.748208221388544
3.001680414801092,4.146827021414017
2.0822729857055573,5.190015109248082
0.7919926084758313,3.60217101627033
1.0998970896796871,4.710690328893279
2.8364593549090418,3.8643916264036755
1.8444820824582566,3.7422809193393127
1.1455909325567424,3.019334652809194
1.643663980288983,2.9392392703651025
1.621026085792102,3.638969502648983
1.98171089567133,5.031389420709406
2.055901758772453,3.4233279085518946
1.022120369807507,3.0026362653981917
2.035223521868801,3.1479931671949446
2.30676361497889,4.207124311581148
3.0871998609052076,3.514539026593962
1.958851422139744,3.722350450056383
0.8663588815850454,4.240080616948351
2.2354612764053052,4.2063489960039355
2.466376553536125,4.2494145701183115
0.5332720303376759,4.323819935837129
2.216631283999503,4.855574171104295
2.558378718179994,4.968356548427684
1.3316720073347885,4.073629733341793
3.616951059434697,4.833670377475404
1.359148798997464,3.9269419761835143
2.5710151349761743,3.940574277099254
1.2837345032556868,4.860516966432981
